Designator,Footprint,Mid X,Mid Y,Ref X,Ref Y,Pad X,Pad Y,TB,Rotation,Comment
D34_11,D1608[0603]S,70.4718mm,168.028mm,70.4718mm,168.028mm,71.0021mm,168.5583mm,T,225,LED
D35_11,D1608[0603]S,72.453mm,168.028mm,72.453mm,168.028mm,72.9833mm,168.5583mm,T,225,LED
D36_11,D1608[0603]S,74.4342mm,168.028mm,74.4342mm,168.028mm,74.9645mm,168.5583mm,T,225,LED
D37_11,D1608[0603]S,76.4154mm,168.028mm,76.4154mm,168.028mm,76.9457mm,168.5583mm,T,225,LED
D38_11,D1608[0603]S,78.3966mm,168.028mm,78.3966mm,168.028mm,78.9269mm,168.5583mm,T,225,LED
D39_11,D1608[0603]S,80.3778mm,168.028mm,80.3778mm,168.028mm,80.9081mm,168.5583mm,T,225,LED
D40_11,D1608[0603]S,82.359mm,168.028mm,82.359mm,168.028mm,82.8893mm,168.5583mm,T,225,LED
D41_11,D1608[0603]S,84.3402mm,168.028mm,84.3402mm,168.028mm,84.8705mm,168.5583mm,T,225,LED
D42_11,D1608[0603]S,86.3214mm,168.028mm,86.3214mm,168.028mm,86.8517mm,168.5583mm,T,225,LED
D43_11,D1608[0603]S,88.3026mm,168.028mm,88.3026mm,168.028mm,88.8329mm,168.5583mm,T,225,LED
D44_11,D1608[0603]S,90.2838mm,168.028mm,90.2838mm,168.028mm,90.8141mm,168.5583mm,T,225,LED
D45_11,D1608[0603]S,92.265mm,168.028mm,92.265mm,168.028mm,92.7953mm,168.5583mm,T,225,LED
D46_11,D1608[0603]S,94.2462mm,168.028mm,94.2462mm,168.028mm,94.7765mm,168.5583mm,T,225,LED
D47_11,D1608[0603]S,96.2274mm,168.028mm,96.2274mm,168.028mm,96.7577mm,168.5583mm,T,225,LED
D48_11,D1608[0603]S,98.2086mm,168.028mm,98.2086mm,168.028mm,98.7389mm,168.5583mm,T,225,LED
D49_11,D1608[0603]S,100.1898mm,168.028mm,100.1898mm,168.028mm,100.7201mm,168.5583mm,T,225,LED
D50_11,D1608[0603]S,102.171mm,168.028mm,102.171mm,168.028mm,102.7013mm,168.5583mm,T,225,LED
D51_11,D1608[0603]S,104.1522mm,168.028mm,104.1522mm,168.028mm,104.6825mm,168.5583mm,T,225,LED
D52_11,D1608[0603]S,106.1334mm,168.028mm,106.1334mm,168.028mm,106.6637mm,168.5583mm,T,225,LED
D53_11,D1608[0603]S,108.1146mm,168.028mm,108.1146mm,168.028mm,108.6449mm,168.5583mm,T,225,LED
D54_11,D1608[0603]S,110.0958mm,168.028mm,110.0958mm,168.028mm,110.6261mm,168.5583mm,T,225,LED
D55_11,D1608[0603]S,112.077mm,168.028mm,112.077mm,168.028mm,112.6073mm,168.5583mm,T,225,LED
D56_11,D1608[0603]S,114.0582mm,168.028mm,114.0582mm,168.028mm,114.5885mm,168.5583mm,T,225,LED
D57_11,D1608[0603]S,116.0394mm,168.028mm,116.0394mm,168.028mm,116.5697mm,168.5583mm,T,225,LED
D58_11,D1608[0603]S,118.0206mm,168.028mm,118.0206mm,168.028mm,118.5509mm,168.5583mm,T,225,LED
D59_11,D1608[0603]S,120.0018mm,168.028mm,120.0018mm,168.028mm,120.5321mm,168.5583mm,T,225,LED
D60_11,D1608[0603]S,121.983mm,168.028mm,121.983mm,168.028mm,122.5133mm,168.5583mm,T,225,LED
D61_11,D1608[0603]S,123.9642mm,168.028mm,123.9642mm,168.028mm,124.4945mm,168.5583mm,T,225,LED
D62_11,D1608[0603]S,125.9454mm,168.028mm,125.9454mm,168.028mm,126.4757mm,168.5583mm,T,225,LED
D63_11,D1608[0603]S,127.9266mm,168.028mm,127.9266mm,168.028mm,128.4569mm,168.5583mm,T,225,LED
D64_11,D1608[0603]S,129.9078mm,168.028mm,129.9078mm,168.028mm,130.4381mm,168.5583mm,T,225,LED
D1_10,D1608[0603]S,5.0922mm,170.0092mm,5.0922mm,170.0092mm,5.6225mm,170.5395mm,T,225,LED
D2_10,D1608[0603]S,7.0734mm,170.0092mm,7.0734mm,170.0092mm,7.6037mm,170.5395mm,T,225,LED
D3_10,D1608[0603]S,9.0546mm,170.0092mm,9.0546mm,170.0092mm,9.5849mm,170.5395mm,T,225,LED
D4_10,D1608[0603]S,11.0358mm,170.0092mm,11.0358mm,170.0092mm,11.5661mm,170.5395mm,T,225,LED
D5_10,D1608[0603]S,13.017mm,170.0092mm,13.017mm,170.0092mm,13.5473mm,170.5395mm,T,225,LED
D6_10,D1608[0603]S,14.9982mm,170.0092mm,14.9982mm,170.0092mm,15.5285mm,170.5395mm,T,225,LED
D7_10,D1608[0603]S,16.9794mm,170.0092mm,16.9794mm,170.0092mm,17.5097mm,170.5395mm,T,225,LED
D8_10,D1608[0603]S,18.9606mm,170.0092mm,18.9606mm,170.0092mm,19.4909mm,170.5395mm,T,225,LED
D9_10,D1608[0603]S,20.9418mm,170.0092mm,20.9418mm,170.0092mm,21.4721mm,170.5395mm,T,225,LED
D10_10,D1608[0603]S,22.923mm,170.0092mm,22.923mm,170.0092mm,23.4533mm,170.5395mm,T,225,LED
D11_10,D1608[0603]S,24.9042mm,170.0092mm,24.9042mm,170.0092mm,25.4345mm,170.5395mm,T,225,LED
D12_10,D1608[0603]S,26.8854mm,170.0092mm,26.8854mm,170.0092mm,27.4157mm,170.5395mm,T,225,LED
D13_10,D1608[0603]S,28.8666mm,170.0092mm,28.8666mm,170.0092mm,29.3969mm,170.5395mm,T,225,LED
D14_10,D1608[0603]S,30.8478mm,170.0092mm,30.8478mm,170.0092mm,31.3781mm,170.5395mm,T,225,LED
D15_10,D1608[0603]S,32.829mm,170.0092mm,32.829mm,170.0092mm,33.3593mm,170.5395mm,T,225,LED
D16_10,D1608[0603]S,34.8102mm,170.0092mm,34.8102mm,170.0092mm,35.3405mm,170.5395mm,T,225,LED
D17_10,D1608[0603]S,36.7914mm,170.0092mm,36.7914mm,170.0092mm,37.3217mm,170.5395mm,T,225,LED
D18_10,D1608[0603]S,38.7726mm,170.0092mm,38.7726mm,170.0092mm,39.3029mm,170.5395mm,T,225,LED
D19_10,D1608[0603]S,40.7538mm,170.0092mm,40.7538mm,170.0092mm,41.2841mm,170.5395mm,T,225,LED
D20_10,D1608[0603]S,42.735mm,170.0092mm,42.735mm,170.0092mm,43.2653mm,170.5395mm,T,225,LED
D21_10,D1608[0603]S,44.7162mm,170.0092mm,44.7162mm,170.0092mm,45.2465mm,170.5395mm,T,225,LED
D22_10,D1608[0603]S,46.6974mm,170.0092mm,46.6974mm,170.0092mm,47.2277mm,170.5395mm,T,225,LED
D23_10,D1608[0603]S,48.6786mm,170.0092mm,48.6786mm,170.0092mm,49.2089mm,170.5395mm,T,225,LED
D24_10,D1608[0603]S,50.6598mm,170.0092mm,50.6598mm,170.0092mm,51.1901mm,170.5395mm,T,225,LED
D25_10,D1608[0603]S,52.641mm,170.0092mm,52.641mm,170.0092mm,53.1713mm,170.5395mm,T,225,LED
D26_10,D1608[0603]S,54.6222mm,170.0092mm,54.6222mm,170.0092mm,55.1525mm,170.5395mm,T,225,LED
D27_10,D1608[0603]S,56.6034mm,170.0092mm,56.6034mm,170.0092mm,57.1337mm,170.5395mm,T,225,LED
D28_10,D1608[0603]S,58.5846mm,170.0092mm,58.5846mm,170.0092mm,59.1149mm,170.5395mm,T,225,LED
D29_10,D1608[0603]S,60.5658mm,170.0092mm,60.5658mm,170.0092mm,61.0961mm,170.5395mm,T,225,LED
D30_10,D1608[0603]S,62.547mm,170.0092mm,62.547mm,170.0092mm,63.0773mm,170.5395mm,T,225,LED
D31_10,D1608[0603]S,64.5282mm,170.0092mm,64.5282mm,170.0092mm,65.0585mm,170.5395mm,T,225,LED
D32_10,D1608[0603]S,66.5094mm,170.0092mm,66.5094mm,170.0092mm,67.0397mm,170.5395mm,T,225,LED
D33_10,D1608[0603]S,68.4906mm,170.0092mm,68.4906mm,170.0092mm,69.0209mm,170.5395mm,T,225,LED
D34_10,D1608[0603]S,70.4718mm,170.0092mm,70.4718mm,170.0092mm,71.0021mm,170.5395mm,T,225,LED
D35_10,D1608[0603]S,72.453mm,170.0092mm,72.453mm,170.0092mm,72.9833mm,170.5395mm,T,225,LED
D36_10,D1608[0603]S,74.4342mm,170.0092mm,74.4342mm,170.0092mm,74.9645mm,170.5395mm,T,225,LED
D37_10,D1608[0603]S,76.4154mm,170.0092mm,76.4154mm,170.0092mm,76.9457mm,170.5395mm,T,225,LED
D38_10,D1608[0603]S,78.3966mm,170.0092mm,78.3966mm,170.0092mm,78.9269mm,170.5395mm,T,225,LED
D39_10,D1608[0603]S,80.3778mm,170.0092mm,80.3778mm,170.0092mm,80.9081mm,170.5395mm,T,225,LED
D40_10,D1608[0603]S,82.359mm,170.0092mm,82.359mm,170.0092mm,82.8893mm,170.5395mm,T,225,LED
D41_10,D1608[0603]S,84.3402mm,170.0092mm,84.3402mm,170.0092mm,84.8705mm,170.5395mm,T,225,LED
D42_10,D1608[0603]S,86.3214mm,170.0092mm,86.3214mm,170.0092mm,86.8517mm,170.5395mm,T,225,LED
D43_10,D1608[0603]S,88.3026mm,170.0092mm,88.3026mm,170.0092mm,88.8329mm,170.5395mm,T,225,LED
D44_10,D1608[0603]S,90.2838mm,170.0092mm,90.2838mm,170.0092mm,90.8141mm,170.5395mm,T,225,LED
D45_10,D1608[0603]S,92.265mm,170.0092mm,92.265mm,170.0092mm,92.7953mm,170.5395mm,T,225,LED
D46_10,D1608[0603]S,94.2462mm,170.0092mm,94.2462mm,170.0092mm,94.7765mm,170.5395mm,T,225,LED
D47_10,D1608[0603]S,96.2274mm,170.0092mm,96.2274mm,170.0092mm,96.7577mm,170.5395mm,T,225,LED
D48_10,D1608[0603]S,98.2086mm,170.0092mm,98.2086mm,170.0092mm,98.7389mm,170.5395mm,T,225,LED
D49_10,D1608[0603]S,100.1898mm,170.0092mm,100.1898mm,170.0092mm,100.7201mm,170.5395mm,T,225,LED
D50_10,D1608[0603]S,102.171mm,170.0092mm,102.171mm,170.0092mm,102.7013mm,170.5395mm,T,225,LED
D51_10,D1608[0603]S,104.1522mm,170.0092mm,104.1522mm,170.0092mm,104.6825mm,170.5395mm,T,225,LED
D52_10,D1608[0603]S,106.1334mm,170.0092mm,106.1334mm,170.0092mm,106.6637mm,170.5395mm,T,225,LED
D53_10,D1608[0603]S,108.1146mm,170.0092mm,108.1146mm,170.0092mm,108.6449mm,170.5395mm,T,225,LED
D54_10,D1608[0603]S,110.0958mm,170.0092mm,110.0958mm,170.0092mm,110.6261mm,170.5395mm,T,225,LED
D55_10,D1608[0603]S,112.077mm,170.0092mm,112.077mm,170.0092mm,112.6073mm,170.5395mm,T,225,LED
D56_10,D1608[0603]S,114.0582mm,170.0092mm,114.0582mm,170.0092mm,114.5885mm,170.5395mm,T,225,LED
D57_10,D1608[0603]S,116.0394mm,170.0092mm,116.0394mm,170.0092mm,116.5697mm,170.5395mm,T,225,LED
D58_10,D1608[0603]S,118.0206mm,170.0092mm,118.0206mm,170.0092mm,118.5509mm,170.5395mm,T,225,LED
D59_10,D1608[0603]S,120.0018mm,170.0092mm,120.0018mm,170.0092mm,120.5321mm,170.5395mm,T,225,LED
D60_10,D1608[0603]S,121.983mm,170.0092mm,121.983mm,170.0092mm,122.5133mm,170.5395mm,T,225,LED
D61_10,D1608[0603]S,123.9642mm,170.0092mm,123.9642mm,170.0092mm,124.4945mm,170.5395mm,T,225,LED
D62_10,D1608[0603]S,125.9454mm,170.0092mm,125.9454mm,170.0092mm,126.4757mm,170.5395mm,T,225,LED
D63_10,D1608[0603]S,127.9266mm,170.0092mm,127.9266mm,170.0092mm,128.4569mm,170.5395mm,T,225,LED
D64_10,D1608[0603]S,129.9078mm,170.0092mm,129.9078mm,170.0092mm,130.4381mm,170.5395mm,T,225,LED
D1_9,D1608[0603]S,5.0922mm,171.9904mm,5.0922mm,171.9904mm,5.6225mm,172.5207mm,T,225,LED
D2_9,D1608[0603]S,7.0734mm,171.9904mm,7.0734mm,171.9904mm,7.6037mm,172.5207mm,T,225,LED
D3_9,D1608[0603]S,9.0546mm,171.9904mm,9.0546mm,171.9904mm,9.5849mm,172.5207mm,T,225,LED
D4_9,D1608[0603]S,11.0358mm,171.9904mm,11.0358mm,171.9904mm,11.5661mm,172.5207mm,T,225,LED
D5_9,D1608[0603]S,13.017mm,171.9904mm,13.017mm,171.9904mm,13.5473mm,172.5207mm,T,225,LED
D6_9,D1608[0603]S,14.9982mm,171.9904mm,14.9982mm,171.9904mm,15.5285mm,172.5207mm,T,225,LED
D7_9,D1608[0603]S,16.9794mm,171.9904mm,16.9794mm,171.9904mm,17.5097mm,172.5207mm,T,225,LED
D8_9,D1608[0603]S,18.9606mm,171.9904mm,18.9606mm,171.9904mm,19.4909mm,172.5207mm,T,225,LED
D9_9,D1608[0603]S,20.9418mm,171.9904mm,20.9418mm,171.9904mm,21.4721mm,172.5207mm,T,225,LED
D10_9,D1608[0603]S,22.923mm,171.9904mm,22.923mm,171.9904mm,23.4533mm,172.5207mm,T,225,LED
D11_9,D1608[0603]S,24.9042mm,171.9904mm,24.9042mm,171.9904mm,25.4345mm,172.5207mm,T,225,LED
D12_9,D1608[0603]S,26.8854mm,171.9904mm,26.8854mm,171.9904mm,27.4157mm,172.5207mm,T,225,LED
D13_9,D1608[0603]S,28.8666mm,171.9904mm,28.8666mm,171.9904mm,29.3969mm,172.5207mm,T,225,LED
D14_9,D1608[0603]S,30.8478mm,171.9904mm,30.8478mm,171.9904mm,31.3781mm,172.5207mm,T,225,LED
D15_9,D1608[0603]S,32.829mm,171.9904mm,32.829mm,171.9904mm,33.3593mm,172.5207mm,T,225,LED
D16_9,D1608[0603]S,34.8102mm,171.9904mm,34.8102mm,171.9904mm,35.3405mm,172.5207mm,T,225,LED
D17_9,D1608[0603]S,36.7914mm,171.9904mm,36.7914mm,171.9904mm,37.3217mm,172.5207mm,T,225,LED
D18_9,D1608[0603]S,38.7726mm,171.9904mm,38.7726mm,171.9904mm,39.3029mm,172.5207mm,T,225,LED
D19_9,D1608[0603]S,40.7538mm,171.9904mm,40.7538mm,171.9904mm,41.2841mm,172.5207mm,T,225,LED
D20_9,D1608[0603]S,42.735mm,171.9904mm,42.735mm,171.9904mm,43.2653mm,172.5207mm,T,225,LED
D21_9,D1608[0603]S,44.7162mm,171.9904mm,44.7162mm,171.9904mm,45.2465mm,172.5207mm,T,225,LED
D22_9,D1608[0603]S,46.6974mm,171.9904mm,46.6974mm,171.9904mm,47.2277mm,172.5207mm,T,225,LED
D23_9,D1608[0603]S,48.6786mm,171.9904mm,48.6786mm,171.9904mm,49.2089mm,172.5207mm,T,225,LED
D24_9,D1608[0603]S,50.6598mm,171.9904mm,50.6598mm,171.9904mm,51.1901mm,172.5207mm,T,225,LED
D25_9,D1608[0603]S,52.641mm,171.9904mm,52.641mm,171.9904mm,53.1713mm,172.5207mm,T,225,LED
D26_9,D1608[0603]S,54.6222mm,171.9904mm,54.6222mm,171.9904mm,55.1525mm,172.5207mm,T,225,LED
D27_9,D1608[0603]S,56.6034mm,171.9904mm,56.6034mm,171.9904mm,57.1337mm,172.5207mm,T,225,LED
D28_9,D1608[0603]S,58.5846mm,171.9904mm,58.5846mm,171.9904mm,59.1149mm,172.5207mm,T,225,LED
D29_9,D1608[0603]S,60.5658mm,171.9904mm,60.5658mm,171.9904mm,61.0961mm,172.5207mm,T,225,LED
D30_9,D1608[0603]S,62.547mm,171.9904mm,62.547mm,171.9904mm,63.0773mm,172.5207mm,T,225,LED
D31_9,D1608[0603]S,64.5282mm,171.9904mm,64.5282mm,171.9904mm,65.0585mm,172.5207mm,T,225,LED
D32_9,D1608[0603]S,66.5094mm,171.9904mm,66.5094mm,171.9904mm,67.0397mm,172.5207mm,T,225,LED
D33_9,D1608[0603]S,68.4906mm,171.9904mm,68.4906mm,171.9904mm,69.0209mm,172.5207mm,T,225,LED
D34_9,D1608[0603]S,70.4718mm,171.9904mm,70.4718mm,171.9904mm,71.0021mm,172.5207mm,T,225,LED
D35_9,D1608[0603]S,72.453mm,171.9904mm,72.453mm,171.9904mm,72.9833mm,172.5207mm,T,225,LED
D36_9,D1608[0603]S,74.4342mm,171.9904mm,74.4342mm,171.9904mm,74.9645mm,172.5207mm,T,225,LED
D37_9,D1608[0603]S,76.4154mm,171.9904mm,76.4154mm,171.9904mm,76.9457mm,172.5207mm,T,225,LED
D38_9,D1608[0603]S,78.3966mm,171.9904mm,78.3966mm,171.9904mm,78.9269mm,172.5207mm,T,225,LED
D39_9,D1608[0603]S,80.3778mm,171.9904mm,80.3778mm,171.9904mm,80.9081mm,172.5207mm,T,225,LED
D40_9,D1608[0603]S,82.359mm,171.9904mm,82.359mm,171.9904mm,82.8893mm,172.5207mm,T,225,LED
D41_9,D1608[0603]S,84.3402mm,171.9904mm,84.3402mm,171.9904mm,84.8705mm,172.5207mm,T,225,LED
D42_9,D1608[0603]S,86.3214mm,171.9904mm,86.3214mm,171.9904mm,86.8517mm,172.5207mm,T,225,LED
D43_9,D1608[0603]S,88.3026mm,171.9904mm,88.3026mm,171.9904mm,88.8329mm,172.5207mm,T,225,LED
D44_9,D1608[0603]S,90.2838mm,171.9904mm,90.2838mm,171.9904mm,90.8141mm,172.5207mm,T,225,LED
D45_9,D1608[0603]S,92.265mm,171.9904mm,92.265mm,171.9904mm,92.7953mm,172.5207mm,T,225,LED
D46_9,D1608[0603]S,94.2462mm,171.9904mm,94.2462mm,171.9904mm,94.7765mm,172.5207mm,T,225,LED
D47_9,D1608[0603]S,96.2274mm,171.9904mm,96.2274mm,171.9904mm,96.7577mm,172.5207mm,T,225,LED
D48_9,D1608[0603]S,98.2086mm,171.9904mm,98.2086mm,171.9904mm,98.7389mm,172.5207mm,T,225,LED
D49_9,D1608[0603]S,100.1898mm,171.9904mm,100.1898mm,171.9904mm,100.7201mm,172.5207mm,T,225,LED
D50_9,D1608[0603]S,102.171mm,171.9904mm,102.171mm,171.9904mm,102.7013mm,172.5207mm,T,225,LED
D51_9,D1608[0603]S,104.1522mm,171.9904mm,104.1522mm,171.9904mm,104.6825mm,172.5207mm,T,225,LED
D52_9,D1608[0603]S,106.1334mm,171.9904mm,106.1334mm,171.9904mm,106.6637mm,172.5207mm,T,225,LED
D53_9,D1608[0603]S,108.1146mm,171.9904mm,108.1146mm,171.9904mm,108.6449mm,172.5207mm,T,225,LED
D54_9,D1608[0603]S,110.0958mm,171.9904mm,110.0958mm,171.9904mm,110.6261mm,172.5207mm,T,225,LED
D55_9,D1608[0603]S,112.077mm,171.9904mm,112.077mm,171.9904mm,112.6073mm,172.5207mm,T,225,LED
D56_9,D1608[0603]S,114.0582mm,171.9904mm,114.0582mm,171.9904mm,114.5885mm,172.5207mm,T,225,LED
D57_9,D1608[0603]S,116.0394mm,171.9904mm,116.0394mm,171.9904mm,116.5697mm,172.5207mm,T,225,LED
D58_9,D1608[0603]S,118.0206mm,171.9904mm,118.0206mm,171.9904mm,118.5509mm,172.5207mm,T,225,LED
D59_9,D1608[0603]S,120.0018mm,171.9904mm,120.0018mm,171.9904mm,120.5321mm,172.5207mm,T,225,LED
D60_9,D1608[0603]S,121.983mm,171.9904mm,121.983mm,171.9904mm,122.5133mm,172.5207mm,T,225,LED
D61_9,D1608[0603]S,123.9642mm,171.9904mm,123.9642mm,171.9904mm,124.4945mm,172.5207mm,T,225,LED
D62_9,D1608[0603]S,125.9454mm,171.9904mm,125.9454mm,171.9904mm,126.4757mm,172.5207mm,T,225,LED
D63_9,D1608[0603]S,127.9266mm,171.9904mm,127.9266mm,171.9904mm,128.4569mm,172.5207mm,T,225,LED
D64_9,D1608[0603]S,129.9078mm,171.9904mm,129.9078mm,171.9904mm,130.4381mm,172.5207mm,T,225,LED
D1_8,D1608[0603]S,5.0922mm,173.9716mm,5.0922mm,173.9716mm,5.6225mm,174.5019mm,T,225,LED
D2_8,D1608[0603]S,7.0734mm,173.9716mm,7.0734mm,173.9716mm,7.6037mm,174.5019mm,T,225,LED
D3_8,D1608[0603]S,9.0546mm,173.9716mm,9.0546mm,173.9716mm,9.5849mm,174.5019mm,T,225,LED
D4_8,D1608[0603]S,11.0358mm,173.9716mm,11.0358mm,173.9716mm,11.5661mm,174.5019mm,T,225,LED
D5_8,D1608[0603]S,13.017mm,173.9716mm,13.017mm,173.9716mm,13.5473mm,174.5019mm,T,225,LED
D6_8,D1608[0603]S,14.9982mm,173.9716mm,14.9982mm,173.9716mm,15.5285mm,174.5019mm,T,225,LED
D7_8,D1608[0603]S,16.9794mm,173.9716mm,16.9794mm,173.9716mm,17.5097mm,174.5019mm,T,225,LED
D8_8,D1608[0603]S,18.9606mm,173.9716mm,18.9606mm,173.9716mm,19.4909mm,174.5019mm,T,225,LED
D9_8,D1608[0603]S,20.9418mm,173.9716mm,20.9418mm,173.9716mm,21.4721mm,174.5019mm,T,225,LED
D10_8,D1608[0603]S,22.923mm,173.9716mm,22.923mm,173.9716mm,23.4533mm,174.5019mm,T,225,LED
D11_8,D1608[0603]S,24.9042mm,173.9716mm,24.9042mm,173.9716mm,25.4345mm,174.5019mm,T,225,LED
D12_8,D1608[0603]S,26.8854mm,173.9716mm,26.8854mm,173.9716mm,27.4157mm,174.5019mm,T,225,LED
D13_8,D1608[0603]S,28.8666mm,173.9716mm,28.8666mm,173.9716mm,29.3969mm,174.5019mm,T,225,LED
D14_8,D1608[0603]S,30.8478mm,173.9716mm,30.8478mm,173.9716mm,31.3781mm,174.5019mm,T,225,LED
D15_8,D1608[0603]S,32.829mm,173.9716mm,32.829mm,173.9716mm,33.3593mm,174.5019mm,T,225,LED
D16_8,D1608[0603]S,34.8102mm,173.9716mm,34.8102mm,173.9716mm,35.3405mm,174.5019mm,T,225,LED
D17_8,D1608[0603]S,36.7914mm,173.9716mm,36.7914mm,173.9716mm,37.3217mm,174.5019mm,T,225,LED
D18_8,D1608[0603]S,38.7726mm,173.9716mm,38.7726mm,173.9716mm,39.3029mm,174.5019mm,T,225,LED
D19_8,D1608[0603]S,40.7538mm,173.9716mm,40.7538mm,173.9716mm,41.2841mm,174.5019mm,T,225,LED
D20_8,D1608[0603]S,42.735mm,173.9716mm,42.735mm,173.9716mm,43.2653mm,174.5019mm,T,225,LED
D21_8,D1608[0603]S,44.7162mm,173.9716mm,44.7162mm,173.9716mm,45.2465mm,174.5019mm,T,225,LED
D22_8,D1608[0603]S,46.6974mm,173.9716mm,46.6974mm,173.9716mm,47.2277mm,174.5019mm,T,225,LED
D23_8,D1608[0603]S,48.6786mm,173.9716mm,48.6786mm,173.9716mm,49.2089mm,174.5019mm,T,225,LED
D24_8,D1608[0603]S,50.6598mm,173.9716mm,50.6598mm,173.9716mm,51.1901mm,174.5019mm,T,225,LED
D25_8,D1608[0603]S,52.641mm,173.9716mm,52.641mm,173.9716mm,53.1713mm,174.5019mm,T,225,LED
D26_8,D1608[0603]S,54.6222mm,173.9716mm,54.6222mm,173.9716mm,55.1525mm,174.5019mm,T,225,LED
D27_8,D1608[0603]S,56.6034mm,173.9716mm,56.6034mm,173.9716mm,57.1337mm,174.5019mm,T,225,LED
D28_8,D1608[0603]S,58.5846mm,173.9716mm,58.5846mm,173.9716mm,59.1149mm,174.5019mm,T,225,LED
D29_8,D1608[0603]S,60.5658mm,173.9716mm,60.5658mm,173.9716mm,61.0961mm,174.5019mm,T,225,LED
D30_8,D1608[0603]S,62.547mm,173.9716mm,62.547mm,173.9716mm,63.0773mm,174.5019mm,T,225,LED
D31_8,D1608[0603]S,64.5282mm,173.9716mm,64.5282mm,173.9716mm,65.0585mm,174.5019mm,T,225,LED
D32_8,D1608[0603]S,66.5094mm,173.9716mm,66.5094mm,173.9716mm,67.0397mm,174.5019mm,T,225,LED
D33_8,D1608[0603]S,68.4906mm,173.9716mm,68.4906mm,173.9716mm,69.0209mm,174.5019mm,T,225,LED
D34_8,D1608[0603]S,70.4718mm,173.9716mm,70.4718mm,173.9716mm,71.0021mm,174.5019mm,T,225,LED
D35_8,D1608[0603]S,72.453mm,173.9716mm,72.453mm,173.9716mm,72.9833mm,174.5019mm,T,225,LED
D36_8,D1608[0603]S,74.4342mm,173.9716mm,74.4342mm,173.9716mm,74.9645mm,174.5019mm,T,225,LED
D37_8,D1608[0603]S,76.4154mm,173.9716mm,76.4154mm,173.9716mm,76.9457mm,174.5019mm,T,225,LED
D38_8,D1608[0603]S,78.3966mm,173.9716mm,78.3966mm,173.9716mm,78.9269mm,174.5019mm,T,225,LED
D39_8,D1608[0603]S,80.3778mm,173.9716mm,80.3778mm,173.9716mm,80.9081mm,174.5019mm,T,225,LED
D40_8,D1608[0603]S,82.359mm,173.9716mm,82.359mm,173.9716mm,82.8893mm,174.5019mm,T,225,LED
D41_8,D1608[0603]S,84.3402mm,173.9716mm,84.3402mm,173.9716mm,84.8705mm,174.5019mm,T,225,LED
D42_8,D1608[0603]S,86.3214mm,173.9716mm,86.3214mm,173.9716mm,86.8517mm,174.5019mm,T,225,LED
D43_8,D1608[0603]S,88.3026mm,173.9716mm,88.3026mm,173.9716mm,88.8329mm,174.5019mm,T,225,LED
D44_8,D1608[0603]S,90.2838mm,173.9716mm,90.2838mm,173.9716mm,90.8141mm,174.5019mm,T,225,LED
D45_8,D1608[0603]S,92.265mm,173.9716mm,92.265mm,173.9716mm,92.7953mm,174.5019mm,T,225,LED
D46_8,D1608[0603]S,94.2462mm,173.9716mm,94.2462mm,173.9716mm,94.7765mm,174.5019mm,T,225,LED
D47_8,D1608[0603]S,96.2274mm,173.9716mm,96.2274mm,173.9716mm,96.7577mm,174.5019mm,T,225,LED
D48_8,D1608[0603]S,98.2086mm,173.9716mm,98.2086mm,173.9716mm,98.7389mm,174.5019mm,T,225,LED
D49_8,D1608[0603]S,100.1898mm,173.9716mm,100.1898mm,173.9716mm,100.7201mm,174.5019mm,T,225,LED
D50_8,D1608[0603]S,102.171mm,173.9716mm,102.171mm,173.9716mm,102.7013mm,174.5019mm,T,225,LED
D51_8,D1608[0603]S,104.1522mm,173.9716mm,104.1522mm,173.9716mm,104.6825mm,174.5019mm,T,225,LED
D52_8,D1608[0603]S,106.1334mm,173.9716mm,106.1334mm,173.9716mm,106.6637mm,174.5019mm,T,225,LED
D53_8,D1608[0603]S,108.1146mm,173.9716mm,108.1146mm,173.9716mm,108.6449mm,174.5019mm,T,225,LED
D54_8,D1608[0603]S,110.0958mm,173.9716mm,110.0958mm,173.9716mm,110.6261mm,174.5019mm,T,225,LED
D55_8,D1608[0603]S,112.077mm,173.9716mm,112.077mm,173.9716mm,112.6073mm,174.5019mm,T,225,LED
D56_8,D1608[0603]S,114.0582mm,173.9716mm,114.0582mm,173.9716mm,114.5885mm,174.5019mm,T,225,LED
D57_8,D1608[0603]S,116.0394mm,173.9716mm,116.0394mm,173.9716mm,116.5697mm,174.5019mm,T,225,LED
D58_8,D1608[0603]S,118.0206mm,173.9716mm,118.0206mm,173.9716mm,118.5509mm,174.5019mm,T,225,LED
D59_8,D1608[0603]S,120.0018mm,173.9716mm,120.0018mm,173.9716mm,120.5321mm,174.5019mm,T,225,LED
D60_8,D1608[0603]S,121.983mm,173.9716mm,121.983mm,173.9716mm,122.5133mm,174.5019mm,T,225,LED
D61_8,D1608[0603]S,123.9642mm,173.9716mm,123.9642mm,173.9716mm,124.4945mm,174.5019mm,T,225,LED
D62_8,D1608[0603]S,125.9454mm,173.9716mm,125.9454mm,173.9716mm,126.4757mm,174.5019mm,T,225,LED
D63_8,D1608[0603]S,127.9266mm,173.9716mm,127.9266mm,173.9716mm,128.4569mm,174.5019mm,T,225,LED
D64_8,D1608[0603]S,129.9078mm,173.9716mm,129.9078mm,173.9716mm,130.4381mm,174.5019mm,T,225,LED
